r_id	date	duration	name	price	qntysold
70608	4/16/2003	83	Sony Clie PEG-NX70V with Accessories - Used 	215	8
32057	4/16/2003	85	Dell Axim X5 Handheld PDA **NR** Check it out 	139	7
29357	4/16/2003	100	SHARP ZAURUS SL-5500 ** SEALED ** 	210	0
32606	4/16/2003	73	PALM M500 HANDHELD WITH 8MB MEMORY N/R PDA 	123	8
18159	4/16/2003	11	DELL AXIM 400MHZ NEW 64MB w/ Cradle 	195	1
89463	4/16/2003	18	Casiopeia E 100 COLOR Windows CE PDA Handheld 	338	5
58918	4/16/2003	87	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	130	8
55524	4/16/2003	66	NICE!! Compaq iPAQ 3835 64MB Color PocketPC!! 	190	8
26099	4/16/2003	40	Palm V Palm Pilot 	156	1
27054	4/16/2003	79	NEW Handspring TREO 180 - PHONE/PDA 	285	3
49173	4/16/2003	92	DELL AXIM X5 PDA POCKET PC 400MHZ+Cradle+Case 	196	13
95083	4/16/2003	24	Audiovox Maestro Pocket PC Handheld 	113	6
15107	4/16/2003	10	handspring VISOR DELUXE Handheld PDA nuw/box 	259	10
28588	4/16/2003	50	DELL Axim X5 300MHz Pocket PC PDA *Brand New* 	145	9
84255	4/16/2003	51	Compaq iPaq 3765 in Mint condition! NR! 	337	7
85028	4/16/2003	25	Palm M125 Mint Condition W/Box 	142	12
48371	4/16/2003	77	CASIO Cassiopeia BE-300 WindowsCE 	132	11
69119	4/16/2003	53	HP Jornada 720 Handheld Computer 	132	9
53641	4/16/2003	87	LIQUIDATION LOT - EPODSONE + EXTRAS + BONUS!! 	217	8
91751	4/16/2003	68	BLOWOUT SALE New DELL Axim X5 300 Mhz PDA NR! 	126	3
32501	4/16/2003	64	Dell Axim X5 300MHz Pocket PC 32MB RAM MINT! 	292	2
60207	4/16/2003	27	"Brand New, sealed Palm Zire PDA/Handheld "	106	7
93954	4/16/2003	99	Handspring Visor Platinum w/ Backup Module 	219	8
43571	4/16/2003	96	"Sony NZ-90 for $125, Believe it "	300	8
96712	4/16/2003	57	Compaq iPaq 3630 PDA - PC 2002 !!! 	185	0
52951	4/16/2003	63	Handspring Visor Neo Smoke PDA w/ cradle 	305	8
72257	4/16/2003	44	NEW Handspring Visor Prism 8MB Color Palm PDA 	288	4
72564	4/16/2003	91	Dell Axim X5 Handheld PDA **NR** Check it out 	267	5
62377	4/16/2003	67	NICE!! Compaq iPAQ 3670 64MB Color PocketPC!! 	339	2
38687	4/16/2003	22	Handspring Visor Deluxe ICE Color Version 	236	1
53180	4/16/2003	32	SONY CLIE PEG-NR70V/U -MINT- FREE SH. W/B.I.N 	182	2
90323	4/16/2003	100	IBM C3 workpad Palm V vx PDA 8MB +modem 	110	2
48456	4/16/2003	27	SONY CLIE PEG-T615C + 128MB card + Extras- NR 	104	11
62503	4/16/2003	98	HP Jornada 548 (32MB) + Keyboard + 64MB card! 	276	1
25295	4/16/2003	44	"HandSpring TREO 90, GREAT! PDA, w/BONUS! "	174	0
36023	4/16/2003	75	Psion Revo 8MB Complete Package No Reserve 	128	13
93642	4/16/2003	53	HANDSPRING VISOR EDGE PDA 	208	5
64269	4/16/2003	66	Hewlett-Packard iPAQ 1910 Pocket PC 	267	4
69949	4/16/2003	44	*COLOR* PALM PILOT IIIC III C PDA + EXTRAS 	265	1
17369	4/16/2003	52	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	162	3
31383	4/16/2003	52	HANDSPRING TREO 90 COLOR PDA 	232	12
37310	4/16/2003	67	COMPAQ IPAQ COLOR PDA W/ 32MB MP3 MODEL 3635 	108	13
60095	4/16/2003	96	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	142	6
99892	4/16/2003	79	Palm Pilot Vx Handheld + Free Original Case 	339	3
32371	4/16/2003	24	Compaq IPAQ 3650 	214	6
64399	4/16/2003	53	Compaq iPaq 3835 in Mint condition! NR! 	250	5
99945	4/16/2003	74	Handspring Visor Prism 8MB +AC+Cradle+Stylus* 	192	10
80734	4/16/2003	14	New Compaq iPAQ 3955 Color Pocket PC 	320	10
75750	4/16/2003	2	COMPAQ IPAQ 3835 LIKE NEW 	257	10
84767	4/16/2003	92	Palm m515 Color PDA like NEW! 	319	0
72941	4/16/2003	25	Ericsson MC218 (Psion 5 Clone) 	263	10
46911	4/16/2003	34	DELL AXIM X5 PDA POCKET PC 400MHZ+Cradle+Case 	117	9
84619	4/16/2003	3	EXCELLENT CONDITION PALM M515 	240	2
47242	4/16/2003	87	SHARP WIZARD OZ-750 	311	3
45852	4/16/2003	43	***BRAND NEW*** PALM ZIRE. SEALED! So cool! 	143	0
60039	4/16/2003	33	Sony CLIE PEG N760C PDA w/32 MB Mem Stick 	250	6
57056	4/16/2003	39	NEW TUNGSTEN T in box all acc. +xtras 	289	5
22716	4/16/2003	78	New PALM M515 Color PDA Handheld >M130 M125 	272	6
82061	4/16/2003	85	Brand NEW Palm Tungsten T Handheld Bluetooth 	202	9
95955	4/16/2003	93	Audiovox /Toshiba Maestro 1032 Color 32MB 	255	0
95823	4/16/2003	23	PALM VX HANDHELD PDA 8MB !!!! 	288	7
51122	4/16/2003	88	Blackberry RIM 957 Internet Edition 	225	1
69589	4/16/2003	19	Sharp Wizard OZ-730 PDA $5.00! 	170	5
90963	4/16/2003	1	Palm m124 Handheld 	138	0
64553	4/16/2003	37	Brand New Palm Tungsten T BlueTooth Warranty 	291	10
72871	4/16/2003	80	HandSpring Visor Neo BLUE PDA 8MB LIKE NEW 	227	5
32956	4/16/2003	46	New SONY PEG-SJ33 CLIE Handheld w/MP3 >T665C 	256	14
15098	4/16/2003	98	BRAND NEW SONY CLIE PEG-NZ90 	350	8
16756	4/16/2003	17	Brand NEW Palm Tungsten T Handheld Bluetooth 	339	11
66504	4/16/2003	53	New SONY PEG-SJ33 CLIE Handheld w/MP3 >T665C 	279	10
24061	4/16/2003	54	Palm V IBM WorkPad c3 PDA Handheld NR 	338	15
74326	4/16/2003	53	PALM IIIC PDA WITH LEATHER CASE 	302	1
96824	4/16/2003	98	HP Jornada 547 + many extras + FREE shipping! 	184	7
58806	4/16/2003	60	New iPAQ H3835 3835 64MB Free Campaq Case! 	201	1
91612	4/16/2003	66	brand NEW Cassio Cassiopeia BE-300 PDA 	197	14
50455	4/16/2003	13	NEW Handspring TREO 180 - PHONE/PDA 	341	4
71830	4/16/2003	54	Compaq ipaq (Mint Condition) 	229	14
80533	4/16/2003	78	"***PALM PILOT V, LIKE NEW, NO RESERVE*** "	233	13
18891	4/16/2003	60	Philips Velo 500 Handheld PC 	344	1
25802	4/16/2003	68	"PALM M500, 8meg, GREAT Expandable PDA "	103	7
89523	4/16/2003	43	Hewlett Packard Jornada 540 Color Pocket PC 	167	9
70438	4/16/2003	58	SHARP ZAURUS SL-5500 PDA POCKET PC NEW 	212	10
89598	4/16/2003	70	DELL AXIM X5 PDA POCKET PC 400MHZ+Cradle+Case 	221	15
39837	4/16/2003	55	Sony Clie PEG-SJ20 Handheld PDA 	203	1
83219	4/16/2003	31	NEW SEALED! SONY SJ22 CLIE Handheld PDA +1YR! 	121	10
51504	4/16/2003	83	*NEW* DELL AXIM X5 POCKET PC 400MHZ 64MB NR! 	208	6
24678	4/16/2003	62	Sony Clie PEG-SJ30 with Accessories - Used 	151	8
19961	4/16/2003	75	Compaq iPaq 3835 Color Pocket PC H3835 PDA 	119	0
24251	4/16/2003	19	Sony CLIE PEG-SL10 PALM PDA FREE SHIPPING !!! 	174	1
36761	4/16/2003	86	!!!---!!!!NEW PALM M105 W/ Accessories!!!!--! 	312	0
21614	4/16/2003	79	Brand New Palm Zire Handheld PDA Organizer NR 	337	1
19519	4/16/2003	79	Brand New Palm Tungsten T BlueTooth Warranty 	163	13
95833	4/16/2003	28	New ViewSonic V35 Pocket PC Handheld 	138	10
83067	4/16/2003	82	BRAND NEW SHARP WIZARD OZ-800 	265	6
51853	4/16/2003	55	Palm V + 2 Cradles + 2 Cases + Palm Keyboard! 	161	5
59953	4/16/2003	28	Palm Zire Handheld PDA Computer MUST SEE 	274	2
74605	4/16/2003	62	Sony Clie PEG-NX60 PDA w/32MB M Stick + case 	203	5
21647	4/16/2003	65	Compaq iPAQ Pocket PC Model 3135 	103	3
30827	4/16/2003	87	Sharp Zaurus SL 5500 Low Reserve 	223	7
58655	4/16/2003	36	Palm IIIxe Like new with extra cradle 	254	0
15920	4/16/2003	64	USED SONY CLIE PEG-N710C HANDHELD NR L@@K!!!! 	137	14
65934	4/16/2003	13	NEW iPAQ 1910 + Bonus +Great Pocket PC games! 	179	1
83315	4/16/2003	3	Compaq iPAQ Model 3765 	313	12
93013	4/16/2003	47	Compaq Ipaq 	141	3
92930	4/16/2003	99	Palm VII (7) Handheld Wireless Internet PDA 	200	2
53698	4/16/2003	35	SONY CLIE PEG-SJ20 Handheld NEW Sealed 	117	4
59390	4/16/2003	62	Used Palm Pilot m105 with Accessories 	153	7
21700	4/16/2003	96	Palm Tungsten T--$100 Off 	122	0
25036	4/16/2003	65	DIAMOND MAKO/PSION REVO 16MB PDA W/56K MODEM! 	279	15
13839	4/16/2003	89	USED HANDSPRING VISOR NEO SMOKE PDA NR L@@K!! 	159	2
94496	4/16/2003	84	Sony CLIE PEG - SJ20 	142	1
34215	4/16/2003	87	Sony Clie PEG-S320 Handheld Palm PDA 	277	5
52977	4/16/2003	83	Casiopeia E-200 Pocket PC 2002 L@W Reserve!!! 	319	7
84974	4/16/2003	7	DELL AXIM X5 300MHZ Pocket PC PDA MP3 w/ DOCK 	143	14
54212	4/16/2003	80	Palm V 	222	3
91859	4/16/2003	96	HP Jornada 820. Works Great + 600 programs!! 	103	6
30308	4/16/2003	43	Sony Clie PEG-SL10 with Accessories - Used 	258	4
22118	4/16/2003	39	Palm m105 w/Hot Sync 8MB NIB shrink wrap NR 	217	5
46431	4/16/2003	4	Toshiba 310 e windows ce handheld 	134	9
95440	4/16/2003	31	SONY CLIE PEG-T615C/S T615 COLOR PDA NEW 	176	3
71249	4/16/2003	35	iPAQ Pocket PC 3835 	254	9
81377	4/16/2003	3	NEW!!PALM PILOT IIIC HANDHELD PDA *COLOR* 	289	2
66068	4/16/2003	68	PALM m105 W/ Leather Case + Keyboard Like New 	328	14
94757	4/16/2003	82	Cybiko Xtreme Pocket PC **NEW/SEALED** 	194	2
22382	4/16/2003	100	"Compaq Ipaq H3635 Pocket PC, Brand New "	345	6
29271	4/16/2003	97	PALM V W/8MB OF MEMORY AND LEATHER COVER 	256	8
75201	4/16/2003	43	* SONY CLIE PEG-S320 in Box* NR *.99 cents ! 	302	15
96020	4/16/2003	8	Palm Vx Handheld PDA + Accessories 	218	2
12248	4/16/2003	20	Dell Axim 5 	122	11
39730	4/16/2003	23	Apple Newton MessagePad 2100 Message Pad ONLY 	196	9
37345	4/16/2003	84	Audiovox Maestro PDA-1032 32MB Toshiba E570 	267	1
70140	4/16/2003	50	Brand new Palm i705 Handheld out of the box 	264	5
56429	4/16/2003	77	SONY CLIE PEG-SJ20 Handheld NEW Sealed 	282	1
93195	4/16/2003	86	Hewlett Packard PalmTop 200LX 	133	1
87168	4/16/2003	29	"Philips Nino 300 - 8mg, Backlight, Modem, etc "	116	15
57578	4/16/2003	47	NEW Handspring Visor Prism 8MB Color Palm PDA 	197	8
14698	4/16/2003	61	basically new T|T (all boxes) w/ scuba and LR 	167	10
16595	4/16/2003	97	Compaq Ipaq 3135 w/ CF Expansion 	252	6
37837	4/16/2003	65	Palm i705 PDA handheld with T-Shirt extras 	182	11
38461	4/16/2003	29	Brand New Toshiba e740 WiFi 802.11b Bluetooth 	138	2
99640	4/16/2003	28	PALM VIIx WIRELESS PDA +PORTIBLE KEYBOARD!!! 	144	11
33084	4/16/2003	34	Palm III xe Handheld - 8 mb - Mint in Box 	107	1
57017	4/16/2003	74	Palm M130 Like New 	260	9
27482	4/16/2003	90	"HP Jornada 680 w/cradle, Sierra Aircard 300 "	138	15
83490	4/21/2003	66	Handspring Treo 180 PDA/T-Mobile GSM Cellular 	223	7
24035	4/24/2003	35	Palm Zire; Handheld PDA--Brand New Unopened 	339	0
47294	4/26/2003	72	10 New Palm IIIc Case Cradle Bonus CD $99.95 	344	3
55347	4/28/2003	41	NEW Palm Size PDA Electronic Organizer$14.90 	193	15
74105	4/30/2003	82	THE MOST AMAZING PALM PILOT SOFTWARE PACKAGE! 	144	4
35230	4/21/2003	77	THE MOST AMAZING PALM PILOT SOFTWARE PACKAGE! 	253	11
26175	4/23/2003	55	Sharp Mobilon HC-4500 / 4600 Batteries 	140	3
22669	4/23/2003	23	THE MOST AMAZING PALM PILOT SOFTWARE PACKAGE! 	141	12
48441	4/27/2003	100	10 New Palm IIIc Bundles - extras $620 Value 	269	11
61808	4/28/2003	83	THE MOST AMAZING PALM PILOT SOFTWARE PACKAGE! 	194	15
32735	4/28/2003	70	Sony PEG-SL10 CLIE Handheld PDA w/ Waranty !! 	325	12
98431	4/28/2003	2	Factory Sealed Palm Zire-Get Organized Today! 	165	6
46494	4/29/2003	58	*NEW* PALM ZIRE SEALED IN BOX! 	202	11
59484	4/19/2003	50	SHARP HC-4500 Color Mobilon Pocket PC! 	210	7
49181	4/24/2003	38	NEW iPAQ H5450 BLUETOOTH NO RESERVE 	284	9
11830	4/24/2003	80	hp iPAQ Pocket PC h5450 	121	4
18397	4/26/2003	28	New Compaq IPAQ CHEAP 	103	4
81069	4/17/2003	24	BLACKBERRY RIM 957 Enterprise Edition 	154	3
37101	4/29/2003	55	HP IPAQ H 5450 400 MHZ ONLY $50.00 BRAND NEW 	250	11
95403	4/29/2003	97	New Compaq IPAQ CHEAP 	140	11
31930	4/15/2003	67	SONY CLIE PEG-T615C COLOR PDA PALM PC POCKET 	338	8
62006	4/22/2003	57	HP IPAQ H 5450 400 MHZ ONLY $50.00 	207	11
63622	4/23/2003	100	SONY CLIE PEG-T615C COLOR PDA PALM PC POCKET 	238	9
86488	4/16/2003	71	DUTCH!!! 10 PCS NEW PALM ZIRE HANDHELD **NR** 	164	14
74375	4/26/2003	40	iPAQ Pocket PC with TFT Color Display 	347	15
22092	4/15/2003	92	Palm III Handheld Series Handbook 	164	4
80421	4/16/2003	94	HP iPAQ POCKET PC h1910 	319	13
76902	4/17/2003	57	NEW Glasstop Digitizer Visor Edge fix screen 	301	14
85591	4/24/2003	3	"XIRCOM REX 6000 Micro PDA,Case, STYLUS+CRADLE "	277	5
18948	4/27/2003	83	TRGpro PDA Palm OS CompactFlash BRAND NEW!!! 	334	1
21320	4/27/2003	60	HP JORNADA 560 	169	11
47648	4/29/2003	75	New PALM M515 Color PDA Handheld >M130 M125 	282	12
52223	4/17/2003	78	PALM M500 HANDHELD WITH 8MB MEMORY N/R PDA 	126	8
48821	4/17/2003	64	Palm m515 Color PDA like NEW! 	105	5
97512	4/27/2003	92	NIB ROYAL DAVINCI DV4 PALM SIZE PDA & KIT 	312	14
80487	4/29/2003	58	PALM IIIxe PDA 8 MB ORGANIZER - Buy $64 	269	14
92973	4/18/2003	90	*NEW* CASIO BE-300 Pocket Manager PDA BE300 	121	14
68416	4/15/2003	4	Palm IIIc Handheld PDA 8MB Colors 	194	10
59370	4/15/2003	85	COLOR PALM IIIc Pilot 8MB PDA OS4.1+ KEYBOARD 	277	6
29018	4/15/2003	56	New DELL Axim X5 400 MHz Pocket PC Handheld 	224	2
11274	4/15/2003	3	PALM m105 PDA  LIKE NEW + BONUS 	131	12
18966	4/15/2003	50	PALM IIIc Connected Organizer 	237	8
62499	4/15/2003	39	DELL AXIM X5 PDA POCKET PC 400MHZ+Cradle+Case 	276	5
21773	4/15/2003	77	NEW PALM PILOT M105 PDA CASE USB KIT BONUS CD 	181	14
78803	4/15/2003	100	New Toshiba e755 PDA Pocket PC Wireless LAN 	284	14
55756	4/15/2003	24	IPAQ 3835 64MB COLOR POCKET PC 2002 + EXTRAS 	197	14
48655	4/15/2003	74	NEW PALM IIIxe 8MB PDA Pilot KEYBOARD USB Kit 	325	12
95897	4/15/2003	61	Palm V Handheld Refurb MFG PN 80400U 	272	2
67000	4/15/2003	53	NEW SEALED PALM ZIRE HANDHELD PDA m100 m125 	142	5
83263	4/15/2003	48	Compaq Ipaq 3130 NEW PDA 3135 3150 HANDHELD ! 	231	0
42471	4/15/2003	71	Dell Axim 400Mhz PDA 64ram Awesome Pocket PC 	129	6
50993	4/15/2003	33	Dell Axim 400Mhz PDA 64ram Awesome Pocket PC 	340	7
38829	4/15/2003	58	Ipaq 3955 Pocket PC Free Shipping! 	148	12
43836	4/15/2003	75	SONY Clie PEG-T615C COLOR PALM PDA FREE SHIP 	266	2
50405	4/15/2003	80	New Dell Axim X5 Handheld 300 MHz PDA & Case 	334	3
87330	4/15/2003	3	PALM M505 M 505 Color PDA Handheld GREAT 	148	8
59371	4/15/2003	41	COLOR PALM IIIc Pilot 8MB PDA OS4.1+ KEYBOARD 	183	11
54910	4/15/2003	6	New Sealed iPAQ h1910 Pocket PC 1910 FREE S&H 	211	13
97784	4/15/2003	47	Brand New Sealed Palm M130 Color PDA +Bonus 	323	15
98068	4/15/2003	59	Compaq iPAQ H5450 Pocket PC * Brand New Seal* 	326	8
63631	4/15/2003	18	Sony Clie PEG-NX70V PDA w/Dig. Camera SEALED 	347	11
39616	4/15/2003	43	NEW LCD for HandSpring Edge complete screen 	204	13
72985	4/15/2003	96	***Sony PEG-NZ90 CLIE BRAND *NEW SEAL BOX *** 	113	15
92824	4/15/2003	34	*NEW IN BOX* HP iPAQ 5450 PDA (H5450) 	152	14
26652	4/15/2003	22	*NEW* PALM PILOT M130 **COLOR** HANDHELD PDA 	123	7
99620	4/15/2003	40	SONY CLIE PEG-NX70V COLOR PDA FREE SHIPPING 	242	7
88288	4/15/2003	45	HP Jornada 540 	330	7
11306	4/15/2003	6	NEWTON MESSAGEPAD MESSAGE PAD 2000 + EXTRAS ! 	346	1
61058	4/16/2003	46	*NEW* Compaq iPAQ 3835 Pocket PC PDA *SEALED* 	139	11
19133	4/16/2003	27	NEW SEALED PALM VII x 7 VIIx Handheld PDA 	306	4
63472	4/16/2003	40	PALM PILOT IIIc COLOR HANDHELD PDA 	115	4
25859	4/16/2003	29	Dell Axim 400Mhz PDA 64ram Awesome Pocket PC 	183	5
12479	4/16/2003	19	SONY Clie PEG-N710C COLOR PALM PDA FREE SHIP 	196	2
59135	4/16/2003	12	SONY Clie PEG-SL10 PALM PDA FREE SHIPPING 	277	1
84839	4/16/2003	61	SEALED TOSHIBA E750 POCKET PC WI-FI - E750 	307	2
86733	4/16/2003	6	DELL Axim 400 MHz X5 Pocket PC PDA *NEW* 	154	7
69084	4/16/2003	53	COMPAQ iPAQ H3635 3635 Color PDA 	291	3
45735	4/16/2003	70	Used Palm I-705 clear case (rare) 	186	7
27029	4/16/2003	59	Sony Clie PEG-NX70V PDA w/Dig. Camera SEALED 	265	9
43642	4/16/2003	16	SONY clie Peg-N760c w/ NEW extras Buy-it-NOW 	259	3
21070	4/16/2003	20	PALM PILOT M130 COLOR PDA NIB FREE SHIPPING 	345	12
34068	4/16/2003	57	COMPAQ iPAQ H3635 3635 Color PDA 	230	14
65817	4/16/2003	43	SONY CLIE PEG-SJ20 	194	3
82867	4/16/2003	37	Brand New Palm Tungsten T Color Handheld $279 	287	14
80345	4/16/2003	22	SHARP Memo Master Organizer YO-520P 	183	3
64204	4/16/2003	31	Psion Netbook *NEW* Better than Series 7 	322	2
92038	4/17/2003	2	Palm M100 Handheld 	336	2
92491	4/17/2003	31	Palm M100 Handheld 	217	9
13862	4/17/2003	37	~~BRAND NEW PALM M130 SEALED IN BOX!!~~ 	308	15
21957	4/17/2003	33	HP Jornada 568 Like New !! $199.99 Buy Now! 	137	15
93153	4/17/2003	18	THE ULTIMATE NEWTON SOFTWARE W/SHIPPING 	288	15
28641	4/18/2003	23	HP JORNADA 560 SERIES POCKET PC COLOR 	151	12
40931	4/19/2003	13	REFURBISHED PALM M515 N/R 	339	3
59295	4/20/2003	18	PALM i705 + FOLDING KEYBOARD + EXTRAS 	347	12
57933	4/21/2003	96	Royal DaVinci DV3 PDA 2mb w/ case 	210	9
52867	4/22/2003	57	PALM V ~ Keyboard and Accessories 	227	0
43577	4/23/2003	40	Royal DaVinci DV3 PDA 2mb w/ keyboard 	295	9
47037	4/24/2003	27	"PALM IIIx, PALM 3X, + COVER, NO RESERVE $1 "	315	0
28517	4/25/2003	78	Compaq iPAQ 3835 Color Pocket PC 	192	0
13647	4/26/2003	91	Intermec Norand 6400 Radio barcode terminal 	113	12
64069	4/27/2003	50	Palm m 130...like new! w/ leather wallet 	185	3
92643	4/28/2003	4	IPAQ 3635 with cf jacket handheld pda - MINT 	127	6
35769	4/29/2003	63	"iPAQ 3975 w/ Bluetooth, Navman GPS, WiFi, NR "	290	5
37446	4/30/2003	58	NEW Dell Axim x5 Pcket PC PDA 	135	14
97259	5/1/2003	31	BRAND NEW SHARP ZAURUS SL5500 5500 PDA 	119	0
52508	5/2/2003	30	Symbol SPT-1500 Barcode Scanner Palm III PDA 	241	0
30849	5/3/2003	52	Symbol SPT-1500 Barcode Scanner Palm III PDA 	216	11
19598	5/4/2003	22	"Palm M500 w/ 24MB, USB Cradle Leather Holster "	222	11
26645	5/5/2003	25	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	339	10
45244	5/6/2003	14	PALM ZIRE - BRAND NEW & SEALED - NO RESERVE! 	261	1
32072	5/7/2003	83	HANDSPRING TREO 90 16MB COLOR PDA-BRAND NEW!! 	171	9
25841	5/8/2003	99	**Barely Used Palm m500 w/ Warranty**L@@K! 	254	14
89933	5/9/2003	37	New PALM M515 Color PDA Handheld >M130 M125 	194	3
25452	5/10/2003	88	DELL AXIM X5 PDA POCKET PC 400MHZ+Cradle+Case 	248	2
61278	5/11/2003	42	HP Compaq Ipaq 1910 Pocket PC PDA h1910 NEW!! 	215	9
82118	5/12/2003	71	*NEW* Sony Clie PEG-SJ22 Handheld PDA 	118	14
21183	5/13/2003	61	HP Jornada 548 Color Pocket PC PDA 	265	5
46902	5/14/2003	39	CASIO BE 300 16 MB COLOR PDA 160MB CF MINT!! 	258	9
50233	5/15/2003	1	*Brand New* Sharp Zaurus SL-5500 Handheld PDA 	301	7
70992	5/16/2003	7	SONY CLIE PDA PEG-NR70V/U w/ EXTRAS! 	216	3
57512	5/17/2003	23	HP iPAQ h5455 BRAND NEW Bluetooth w/WARRANTY 	119	15
16771	5/18/2003	89	Fujitsu Pocket LOOX pocket pc 	143	11
51183	5/19/2003	93	Dell Axim X5 Handheld PDA **NR** Check it out 	285	0
30034	5/20/2003	97	NEW FACTORY SEALED PALM M130 ***NR*** 	233	3
70698	5/21/2003	100	New SONY PEG-SJ33 CLIE Handheld w/MP3 >T665C 	212	12
26083	5/22/2003	47	SHARP Wizard (OZ 770) PDA/Handheld 	335	12
99901	5/23/2003	74	Palm Vx with Box Barely ever used PalmVX 	129	3
59882	5/24/2003	16	Sony CLIE PEG-N610C .... 	236	2
86875	5/25/2003	34	Compaq Ipaq 3765 	144	8
83294	5/26/2003	59	Brand NEW Palm Tungsten T Handheld Bluetooth 	110	8
23270	5/27/2003	87	NEC Mobilepro 780 Handheld Computer - hpc pda 	268	7
67285	5/28/2003	75	BLOWOUT SALE New DELL Axim X5 300 Mhz PDA NR! 	271	13
27795	5/29/2003	81	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	281	11
36254	5/30/2003	57	Dell Axim X5 Handheld PDA **NR** Check it out 	226	0
53296	5/31/2003	15	NICE!! Compaq iPAQ 3635 32MB Color PocketPC!! 	203	12
74203	6/1/2003	44	iPAQ 3835 Like New DONT MISS OUT ON THIS ONE 	195	11
18080	6/2/2003	40	Palm Tungston T 	260	6
77056	6/3/2003	53	Sony PEG-NR70 clie Palm PDA Brand New Retail 	342	4
16840	6/4/2003	100	Palm Vx PDa - 8MB NR 	221	5
60058	6/5/2003	99	Compaq iPAQ H5455 BlueTooth and 802.1(NEW!!) 	305	12
50501	6/6/2003	94	Palm Pilot Professional - FREE SHIPPING!!! 	266	4
87823	6/7/2003	86	DELL AXIM X5 400Mhz 64mb Pocket PC EXTRAS 	198	8
27652	6/8/2003	8	NEW FACTORY SEALED Palm m130 COLOR NR 	250	2
51907	6/9/2003	12	NEW Handspring Visor Prism 8MB Color Palm PDA 	225	11
65129	6/10/2003	10	Compaq iPAQ H3765 PocketPC PDA - Needs Repair 	232	2
79561	6/11/2003	62	"iPaq 3955, MINT!, + lots of extras "	128	2
34960	6/12/2003	59	Palm Pilot III XE (IIIXE / 3XE) PDA + EXTRAS 	286	2
38227	6/13/2003	95	BRAND NEW Palm M125 PDA SEALED! 	181	3
29893	6/14/2003	34	SONY Clie PEG-NZ90 *NEW*! *FACTORY SEALED* !! 	348	6
82357	6/15/2003	59	NICE!! Compaq iPAQ 3650 32MB Color PocketPC!! 	195	7
48463	6/16/2003	79	Dell Axim X5 Handheld PDA **NR** Check it out 	197	13
30384	6/17/2003	11	Sony Clie PEG-S320 	126	13
99578	6/18/2003	74	Sony Clie PEG-N760C MP3 Player & Camera Stick 	310	13
72675	6/19/2003	25	BRAND NEW Palm M105 PDA 	346	14
89259	6/20/2003	5	Ipaq 3870 Bluetooth Extras Win CE 2002 Nice! 	250	13
71364	6/21/2003	17	"Handspring VISOR DELUXE Brand New, NOT refurb "	299	15
30659	6/22/2003	15	Handspring Visor with Magellan GPS 	162	6
19330	6/23/2003	87	*NEW* DELL AXIM X5 POCKET PC 400MHZ 64MB NR! 	186	1
34374	6/24/2003	50	Sharp Zaurus SL-5500 PDA + Wireless CF Card 	284	8
90714	6/25/2003	77	New Dell Axim X5 400Mhz Handheld PDA 	284	9
31869	6/26/2003	44	iPAQ Pocket PC 	311	10
20584	6/27/2003	46	Excellent Handspring Visor w/Leather Case 	162	8
48635	6/28/2003	7	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	326	3
71750	6/29/2003	84	Sealed New Zire Palm Handheld Package - NR! 	233	1
23834	6/30/2003	30	Palm Pilot Palm V hardly used PDA 	211	3
68977	7/1/2003	18	Handspring Treo 180 in perfect condition 	211	12
93472	7/2/2003	50	Compaq Ipaq 3835 - Brand New Sealed Box - LR 	293	13
86138	7/3/2003	80	New Dell Axim X5 Handheld 300 MHz PDA & Case 	168	6
47840	7/4/2003	75	NEW!! Compaq iPAQ 3950 64MB Color PocketPC!! 	104	7
12054	7/5/2003	20	HandSpring Visor Edge Metallic Blue Slim PDA* 	308	1
29171	7/6/2003	94	Dell Axim X5 300MHz Pocket PC 32MB RAM MINT! 	111	6
70042	7/7/2003	39	HP Jornada with lots of accessories!!! 	113	6
23633	7/8/2003	38	Sony PEG-NZ90 CLIE BRAND NEW SEALED BOX !! 	201	0
31310	7/9/2003	96	Handspring Visor Edge (Sliver) - w/ case 	259	3
58661	7/10/2003	65	NEW FACTORY SEALED PALM M105 W/ WARRANTY 	186	6
18084	7/11/2003	35	PALM M105 HANDHELD PDA NEW! 	173	14
61168	7/12/2003	57	Palm m515 PDA m 515 Like New In Original Box 	331	9
84235	7/13/2003	56	New SONY PEG-SJ33 CLIE Handheld w/MP3 >T665C 	109	11
40448	7/14/2003	23	SONY CLIE NZ/NR/NX70-V PALM PILOT/PDA 	235	0
54727	7/15/2003	4	Palm Pilot M505 Color Handheld - Like New 	295	13
97710	7/16/2003	47	"Palm III- with Keyboard, Leather case-Extras! "	257	8
76134	7/17/2003	85	Handera 330 MINT with free 64 meg sd card 	305	7
77357	7/18/2003	79	New Palm Tungsten T never opened low reserve 	208	3
98166	7/19/2003	29	Sony PEG-NZ90 CLIE BRAND NEW SEALED BOX !! 	143	7
91845	7/20/2003	52	*NEW* Palm Zire PDA Electronic Organizer 	200	4
